Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Bikes
10,21.6,33,2,1697,0,1.86,0,0,2,1,821
16,-3.2,23,2.7,2000,-21.4,0.57,0,0,1,1,269
3,2.5,49,0.2,2000,-7.1,0,0,0,4,1,258
8,-1.2,51,0.8,1800,-10,0.05,0,0,1,1,646
6,10,72,0.8,1217,5.1,0.01,0,0,2,1,452
21,27.9,61,0.7,2000,19.6,0,0,0,3,1,1821
13,1.5,23,3.6,1970,-17.4,0.95,0,0,1,1,273
14,17.5,67,2.1,832,11.2,0.42,0,0,2,1,1201
18,7.5,48,2.4,1079,-2.8,0,0,0,4,1,1904
20,8.3,47,3.1,2000,-2.3,0,0,0,2,1,711
22,4.6,48,2.2,1782,-5.4,0,0,0,4,1,825
10,1.4,81,2.1,255,-1.5,0.21,0,0,1,1,188
15,-4.9,26,3.1,1887,-21.5,0.89,0,0,1,1,240
14,7.7,54,2.6,313,-1,0.58,0,0,1,1,258
15,-2.6,31,2.7,1987,-17.4,1.36,0,0,1,1,181
7,19.4,97,0.9,272,18.9,0,13.5,0,3,1,94
11,5.2,26,0.5,1471,-12.7,0.64,0,0,4,1,623
21,8.5,42,1.1,2000,-3.7,0,0,0,4,1,1163
1,12.4,65,1.1,1099,5.9,0,0,0,4,1,568
15,-3.3,22,5,2000,-22,0.86,0,0,1,1,291
23,16.3,96,1.1,198,15.6,0,2.5,0,2,1,18
0,-2.8,77,0,331,-6.2,0,0.1,0.1,1,1,145
2,15.5,62,1,730,8.2,0,0,0,2,1,416
16,-1.4,34,1.8,1719,-15.2,0.3,0,0,1,1,309
19,24,41,1.9,2000,9.9,0.1,0,0,4,1,1978
21,22.2,50,1.3,2000,11.2,0,0,0,4,1,2018
6,21,64,1,2000,13.9,0.03,0,0,3,1,486
5,-1.8,44,0.5,1862,-12.4,0,0,0,1,1,59
10,4.9,56,1.9,1480,-3.1,1.76,0,0,2,1,446
18,30.6,55,2.3,2000,20.5,0.11,0,0,3,1,1447
6,-0.5,90,0.9,91,-1.9,0,2.5,2.7,1,1,9
23,20.3,77,1.3,770,16.1,0,0,0,3,1,1290
21,5.8,43,1.8,2000,-5.8,0,0,0,2,1,710
17,15,22,2.5,1946,-6.5,0.96,0,0,2,1,1197
20,-8.2,28,3.5,2000,-23.5,0,0,0,1,1,98
7,6.5,88,1.4,515,4.6,0,0,0,2,1,370
1,-0.9,64,0.4,1273,-6.8,0,0,0,1,1,258
20,2.7,27,1.2,2000,-14.4,0,0,0,4,1,767
19,-8.4,37,4,2000,-20.5,0,0,0,1,1,251
11,0.1,30,1.8,1640,-15.4,2.19,0,0,2,1,343
22,13.6,56,1,1611,4.9,0,0,0,4,1,1316
0,-10.5,52,2.4,2000,-18.4,0,0,0,1,1,82
8,-0.2,90,1.2,378,-1.6,0,0,4.1,1,1,35
17,3.8,20,1.3,2000,-17.1,0.24,0,0,1,1,383
13,-8.2,29,2,1920,-23.1,1.19,0,0,1,1,177
8,10.6,27,1.1,2000,-7.6,0.39,0,0,2,1,1721
14,-0.7,39,0.8,826,-12.9,0.35,0,0,1,1,329
12,32.4,49,2,1844,20.3,3.09,0,0,3,1,719
23,0,63,3.2,884,-6.2,0,0,0,1,1,128
10,25.8,35,1.5,1900,9.1,1.66,0,0,3,1,1064
6,-1,77,0.4,1578,-4.5,0,0,0,2,1,214
5,21.7,87,0.6,846,19.4,0,0,0,4,1,247
19,9.8,46,2.8,1945,-1.2,0,0,0,4,1,1466
6,-0.1,71,0.8,895,-4.7,0,0,0.7,1,1,114
17,19.3,76,2.1,2000,14.9,0.21,0,0,4,1,1290
19,25,52,2.2,2000,14.4,0.37,0,0,3,1,2557
17,1.8,33,3.3,1913,-12.8,0.18,0,0,1,1,271
0,22.2,84,1.1,482,19.3,0,0,0,3,1,561
9,11.5,43,1.7,1818,-0.6,1.43,0,0,2,1,952
13,16.5,37,1.2,1400,1.7,2.12,0,0,4,1,1130
6,14.4,61,1.2,2000,6.9,0,0,0,4,1,0
21,23.9,75,2.3,1975,19.1,0,0,0,4,1,2024
3,-6.1,70,1.1,2000,-10.6,0,0.3,0.8,1,1,40
15,35.3,52,1.9,822,23.9,2.15,0,0,3,1,776
18,4.1,53,1.3,1132,-4.6,0,0,0,1,1,250
13,3.5,54,3.2,463,-4.9,0.68,0,0,1,1,307
12,26.3,36,3.1,1377,10,2.61,0,0,3,1,1152
3,6.1,66,0.5,1347,0.2,0,0,0,4,1,210
21,10.3,38,0.5,1433,-3.4,0,0,0,2,1,1232
3,-3.4,67,3.2,1420,-8.6,0,0,0.9,1,1,52
3,28.4,73,1.4,1990,23,0,0,0,3,1,345
18,12.1,46,1.4,799,0.8,0.01,0,0,4,1,2034
6,23.7,83,0.1,713,20.6,0.03,0,0,3,1,695
23,10.9,64,0.2,2000,4.3,0,0,0,4,1,944
14,23,64,2.8,520,15.8,1.59,0,0,2,1,1536
3,2.5,77,2.3,992,-1.1,0,0,0,4,1,288
4,5.5,96,2,53,4.9,0,0,0,2,1,65
3,7.8,49,1.4,1972,-2.2,0,0,0,2,1,182
15,16.6,68,1.5,955,10.6,1.55,0,0,4,1,1010
11,28.4,43,1,1914,14.6,1.52,0,0,3,1,795
2,11.3,88,3.7,1680,9.3,0,0,0,4,1,0
16,7.9,34,4.7,1979,-7,1.09,0,0,2,1,897
2,11.4,65,1.1,2000,5,0,0,0,4,1,0
17,10,43,1.4,2000,-2,1.12,0,0,2,1,865
7,7.2,76,0.5,1113,3.2,0,0,0,4,1,315
23,3.5,44,0.9,1905,-7.6,0,0,0,2,1,361
5,18,85,0.8,346,15.4,0,0,0,2,1,166
17,5.7,53,1.8,276,-3.1,0.22,0,0,1,1,377
12,10,38,1.5,1677,-3.6,2.51,0,0,2,1,933
1,20.4,97,0.3,193,19.9,0,8.5,0,3,1,39
16,17.1,97,1.7,382,16.6,0.15,6,0,4,1,28
13,27.7,76,2.6,1258,23,1,0,0,3,1,959
6,13.9,83,3.2,2000,11,0.04,0,0,2,1,436
11,26.3,71,1.1,1340,20.6,0.86,0,0,3,1,890
10,9,51,0.9,706,-0.6,1.16,0,0,4,1,710
18,5.2,62,2.9,503,-1.5,0.01,0,0,1,1,501
7,0.8,77,0.9,1300,-2.7,0,0,0,4,1,315
18,-5.2,32,2.2,2000,-19.3,0,0,0,1,1,466
8,11.3,89,1.1,279,9.5,0.01,0,0,4,1,1171
13,-1.3,35,2,1893,-14.8,1.18,0,0,1,1,225
4,20.5,97,0.1,257,20,0,3.5,0,3,1,27
0,23.9,75,1.7,1192,19.1,0,0,0,3,1,861
18,25.9,44,1.5,2000,12.7,1.36,0,0,3,1,2891
0,7.9,53,0.9,2000,-1.1,0,0,0,4,1,707
10,20.1,98,1.2,885,19.7,0.13,2,0,2,1,141
9,20.6,43,1.1,1104,7.5,1.84,0,0,2,1,992
6,5.1,81,1.3,375,2.1,0,0,0,1,1,63
18,19.1,47,2.4,942,7.5,0.57,0,0,2,1,1776
23,22.2,62,0.8,2000,14.5,0,0,0,4,1,1309
5,17.8,98,1,457,17.4,0,0.5,0,2,1,29
23,4.3,58,1.4,2000,-3.2,0,0,0,4,1,658
6,30.5,62,1.3,1583,22.3,0.01,0,0,3,1,544
13,22.7,44,1.4,1913,9.8,1.77,0,0,4,1,1031
10,26.1,53,0.9,554,15.7,2.14,0,0,3,1,822
23,12,59,0.4,685,4.2,0,0,0,4,1,916
21,28.2,64,2.8,2000,20.7,0,0,0,3,1,2011
7,12.5,68,1.1,457,6.7,0.22,0,0,2,1,324
18,31.1,55,2.2,1897,20.9,1.05,0,0,3,1,1624
6,20.3,71,1.6,2000,14.8,0,0,0,4,1,655
20,23.7,62,1.6,1402,15.9,0,0.4,0,3,1,246
0,3.5,62,0.4,382,-3.1,0,0,0,1,1,204
8,-17.8,40,2.5,2000,-28.1,0,0,0.5,1,1,322
22,9.8,90,3.7,493,8.2,0,0,0,2,1,506
18,28,46,2.3,1833,15.2,1.23,0,0,3,1,2451
20,20.3,95,0.8,1372,19.4,0.02,1,0,3,1,48
8,19,67,1.1,1976,12.7,1.29,0,0,3,1,2495
17,24.1,41,2.2,1980,10,1.9,0,0,2,1,2166
4,21,72,0.8,677,15.7,0,0,0,3,1,193
16,23,33,4.2,1880,5.8,2.57,0,0,2,1,1563
4,11.7,64,1.6,1578,5.1,0,0,0,2,1,161
21,-2,61,1.7,1655,-8.5,0,0,0,1,1,225
16,18.3,43,4.3,1931,5.4,1.3,0,0,2,1,943
12,25.3,56,1.2,1960,15.8,1.35,0,0,4,1,1088
16,0.4,27,2,2000,-16.4,0.58,0,0,1,1,272
9,3,66,0.7,306,-2.7,0.12,0,0,1,1,337
19,33.4,49,2.6,2000,21.2,0.32,0,0,3,1,1903
8,12.2,50,0.8,1412,2,0.84,0,0,2,1,485
18,31.3,55,2.5,1550,21.1,1.2,0,0,3,1,2770
10,-8.5,29,2.4,1992,-23.4,0.56,0,0,1,1,146
21,27.9,55,0.5,1083,18,0,0,0,3,1,2372
13,26.2,51,3.2,1078,15.2,3.36,0,0,3,1,1184
1,11.6,74,1.2,374,7.1,0,0,0,2,1,337
6,18.8,85,1.4,412,16.2,0,0.5,0,4,1,47
11,2.2,20,0.6,1794,-18.5,0.83,0,0,1,1,283
3,25.4,84,0.9,1174,22.4,0,0,0,3,1,428
8,-15.9,58,0.9,1369,-22.2,0,0,0.3,1,1,84
8,-7.3,62,2.6,1112,-13.3,0,0,0,1,1,190
11,-0.7,62,0.7,519,-7,0.77,0,2,1,1,243
6,17.7,55,1.5,2000,8.5,0,0,0,4,1,531
5,0.3,74,1,178,-3.7,0,0,0.7,1,1,13
15,4.2,15,2.7,1995,-20.2,2.21,0,0,1,1,366
20,15.6,64,2.7,686,8.8,0,0,0,2,1,1079
10,17.3,52,2.3,1235,7.3,2.38,0,0,2,1,0
13,16.6,30,2.3,1876,-1,3.21,0,0,2,1,973
9,12.6,57,0.9,859,4.2,0.98,0,0,2,1,642
6,22.6,95,0.1,1937,21.7,0.05,0,0,3,1,600
17,18.7,21,2.5,1871,-4.1,1.65,0,0,2,1,1753
17,28.5,43,1.7,1404,14.6,1.06,0,0,2,1,1951
5,1,62,0.9,2000,-5.4,0,0,0,2,1,60
8,22.7,65,0.7,759,15.7,1.05,0,0,3,1,2357
8,23.4,81,0.5,313,19.9,0.37,0,0,3,1,825
2,-2.9,86,1.5,1256,-4.9,0,0,0,1,1,262
9,27.5,54,1,1993,17.3,0.81,0,0,3,1,993
9,3.5,91,1.8,231,2.1,0.02,2.5,0,1,1,152
8,30,56,0.9,2000,20.2,0.54,0,0,3,1,1889
2,-11.5,50,0.7,2000,-19.8,0,0,0,1,1,95
7,3.2,74,0.9,2000,-0.9,0,0,0,4,1,1060
11,-7.2,29,1.8,1926,-22.2,0.88,0,0,1,1,189
23,2.9,85,0.9,829,0.6,0,0,0,2,1,182
9,13.2,57,0.8,1003,4.8,1.39,0,0,2,1,985
13,33.8,47,1.7,1887,20.9,1.57,0,0,3,1,688
16,26.4,34,2.5,1953,9.2,1.6,0,0,4,1,0
8,23.8,66,0.9,960,17,0.74,0,0,3,1,2331
11,16.1,23,2.5,1361,-5,2.52,0,0,2,1,795
11,18.1,42,2.7,1112,4.9,2.17,0,0,2,1,930
20,2.6,86,1.7,676,0.4,0,0,3.3,4,1,349
13,-11.4,27,3.9,2000,-26.7,1.26,0,0.6,1,1,130
10,8.6,57,0.6,1102,0.5,0.77,0,0,4,1,782
14,27.2,44,2.9,1377,13.8,2.59,0,0,3,1,1258
17,22.2,45,2.4,2000,9.6,0.83,0,0,2,1,2214
15,31.2,67,2.7,1368,24.3,1.39,0,0,3,1,644
8,-0.7,32,0.5,1991,-15.3,0,0,0,1,1,683
16,28.3,48,3.1,1232,16.2,2.41,0,0,3,1,1837
18,8.9,55,2,1333,0.3,0,0,0,4,1,752
1,-15,31,2.5,2000,-28.3,0,0,0.9,1,1,89
16,34.6,55,2.5,1650,24.2,2.01,0,0,3,1,752
1,7.6,63,1.2,2000,0.9,0,0,0,4,1,531
14,28.2,29,2,2000,8.4,3.09,0,0,4,1,1662
6,12.1,89,0.3,252,10.3,0.02,0,0,2,1,552
9,-3.8,28,1.7,1904,-19.6,0.63,0,0,1,1,373
21,23.9,88,0.8,2000,21.7,0,0,0,3,1,1762
13,27.9,41,3.9,1649,13.4,2.08,0,0,3,1,1483
2,16,72,1.3,2000,10.9,0,0,0,4,1,489
0,6.7,55,1.5,2000,-1.7,0,0,0,4,1,699
7,10.1,63,0.7,1163,3.3,0.22,0,0,2,1,1129
4,-4.3,59,4.4,1451,-11.1,0,0,0.9,1,1,38
17,20.3,48,2.8,635,8.9,1.14,0,0,2,1,1194
2,23.2,88,0.6,2000,21,0,0,0,3,1,482
6,18.7,75,0.9,1923,14.1,0.06,0,0,3,1,416
8,-2.9,63,0.7,1386,-8.9,0.11,0,0,1,1,786
1,20.1,82,1.2,582,16.9,0,0,0,3,1,794
20,14.4,50,2.7,1216,4,0.01,0,0,2,1,1531
7,26.7,67,0.8,2000,20,0.13,0,0,3,1,425
9,2.2,30,1.5,1513,-13.6,0.81,0,0,2,1,329
17,27.9,75,2.5,1643,23,0.75,0,0,3,1,1915
23,27,78,1.6,1609,22.8,0,0,0,3,1,1113
6,-13.2,50,0.5,1873,-21.4,0,0,0,1,1,92
1,28.7,80,1.5,1295,24.8,0,0,0,3,1,455
17,-2.9,66,3.6,743,-8.3,0.23,0,0,1,1,332
18,17.9,29,2.8,2000,-0.4,0.16,0,0,4,1,2069
9,2.2,53,0.5,1595,-6.4,0.62,0,0,4,1,644
2,29.5,69,0.8,2000,23.2,0,0,0,3,1,501
8,29.9,60,0.8,1772,21.2,0.83,0,0,3,1,553
1,20.9,66,0.8,1528,14.3,0,0,0,3,1,766
18,7.6,96,2,660,6.9,0.04,0,0,2,1,75
17,24.9,82,0.9,2000,21.6,0.67,0,0,3,1,1356
20,20.4,45,2,1457,8,0.06,0,0,2,1,1905
4,17.7,57,1.3,2000,9,0,0,0,4,1,221
1,15.5,60,1.1,658,7.7,0,0,0,2,1,628
13,27.2,68,1.8,1575,20.7,1.1,0,0,3,1,1040
17,18.1,30,4.6,1925,0.2,1.86,0,0,2,1,1857
20,9.5,49,1.3,918,-0.7,0,0,0,4,1,1146
19,28.1,38,2.6,2000,12.4,0.63,0,0,3,1,1557
5,10.4,71,1.1,2000,5.3,0,0,0,2,1,198
9,-0.4,57,0.6,1270,-7.8,0.45,0,0,4,1,809
15,20.9,23,1.5,1892,-1,1.87,0,0,4,1,1891
21,0.7,77,6.7,692,-2.8,0,0.9,1,1,1,146
9,-5.8,49,1.4,1728,-14.8,0.16,0,0,1,1,221
1,-3.7,79,0.9,438,-6.8,0,0,0,1,1,150
19,24,60,2.8,1379,15.7,0.38,0,0,3,1,2649
1,18.6,66,1.7,2000,12.1,0,0,0,4,1,735
2,19.6,78,0.8,662,15.6,0,0,0,3,1,576
22,28.6,67,1,2000,21.8,0,0,0,3,1,1350
10,22.2,43,0.9,1891,9,2.09,0,0,4,1,1096
13,21.1,42,4.6,1954,7.6,2.74,0,0,4,1,0
8,9.9,66,1.2,2000,3.8,0.35,0,0,4,1,2005
20,20.9,61,2.7,1523,13,0.01,0,0,2,1,1912
7,-1.2,70,0.8,1351,-5.9,0,0,0,4,1,750
10,31.6,51,2.3,1969,20.2,2.3,0,0,3,1,483
23,29.7,76,1.2,1159,25,0,0,0,3,1,1182
14,20.5,17,3.1,1512,-5.4,2.83,0,0,2,1,996
2,-1.2,35,2.2,2000,-14.7,0,0,0,1,1,112
12,22.9,87,4,1497,20.6,0.22,0,0,2,1,59
2,1.8,81,2.9,325,-1.1,0,0,0,2,1,123
2,23.4,53,1.1,2000,13.2,0,0,0,3,1,698
3,21.9,63,1.3,2000,14.5,0,0,0,3,1,285
19,6,24,3,1861,-13,0,0,0,4,1,1039
1,-5.6,75,1.7,1982,-9.3,0,0,0.8,1,1,78
6,21.9,97,0.2,190,21.3,0,4.5,0,3,1,308
15,23.7,43,2.8,1347,10.3,2.28,0,0,2,1,993
2,9.1,68,0.3,921,3.4,0,0,0,4,1,429
10,25.4,75,0.7,1995,20.6,0.96,0,0,3,1,670
20,4.3,67,1.1,1125,-1.2,0,0,0,2,1,535
18,13.2,57,2.2,618,4.8,0.01,0,0,4,1,1226
14,27.4,52,3.8,1998,16.6,2.67,0,0,4,1,987
8,-1.3,54,0.6,1597,-9.4,0.06,0,0,1,1,158
2,5.4,80,0.9,190,2.2,0,0,0,1,1,196
9,20.8,51,1.5,1973,10.2,1.65,0,0,3,1,787
18,-4.7,37,1.8,2000,-17.2,0.01,0,0,1,1,204
23,17.4,49,1.2,2000,6.5,0,0,0,4,1,1042
21,20.2,74,1.3,554,15.4,0,0,0,2,1,1644
8,7.3,84,2.2,813,4.7,0.05,0,0,2,1,592
21,23.8,67,0.6,2000,17.2,0,0,0,4,1,2000
10,22.6,85,0.9,1996,19.9,0.38,0,0,3,1,768
2,1.4,92,0.7,168,0.2,0,0,0.9,1,1,149
3,20.2,77,0.4,2000,16,0,0,0,4,1,376
6,-5.5,24,0.5,2000,-22.9,0,0,0,1,1,103
5,-0.3,62,0.6,862,-6.7,0,0,0,1,1,56
22,28,76,1.5,1542,23.3,0,0,0,3,1,1870
3,27.4,59,1.4,2000,18.6,0,0,0,3,1,253
12,16.8,48,1.6,1673,5.7,2.1,0,0,4,1,1126
22,2.3,63,1,2000,-4,0,0,0,2,1,466
7,10.4,81,0.3,1956,7.2,0.02,0,0,4,1,0
1,-1.6,79,0.6,784,-4.7,0,0,0.8,1,1,250
5,13,70,0.5,385,7.6,0,0,0,2,1,122
3,-4,44,1,2000,-14.4,0,0,0,1,1,119
22,15.8,98,0.4,179,15.4,0,1.5,0,2,1,30
16,28.5,42,3.1,1622,14.3,2.62,0,0,3,1,1473
23,6.9,60,0.8,1610,-0.3,0,0,0,4,1,702
5,23.5,80,0.3,838,19.8,0,0,0,3,1,326
21,3.8,39,3.2,2000,-8.9,0,0,0,2,1,443
8,12,61,1.3,1988,4.6,0.6,0,0,4,1,440
5,-5.1,55,1.5,1452,-12.7,0,0,0,1,1,75
19,5.1,50,0.7,2000,-4.4,0,0,0,4,1,1113
18,-2,15,5.6,2000,-25.2,0.13,0,0,1,1,216
20,8.5,32,2.6,1789,-7.2,0,0,0,4,1,1078
23,0.1,63,1.1,1003,-6.1,0,0,0,1,1,260
6,9.6,84,0.7,301,7,0,0,0,2,1,258
10,7.1,87,2.9,2000,5,0.15,0,0,2,1,95
17,36.3,36,3.1,1972,18.8,1.91,0,0,3,1,1011
13,28.6,34,2,1274,11.1,2.82,0,0,3,1,1058
1,14.7,43,1.2,2000,2.2,0,0,0,2,1,713
4,11.4,78,1.8,362,7.6,0,0,0,2,1,166
3,15.5,0,0.7,1420,10.4,0,0,0,2,1,406
8,14.2,67,0.9,1812,8.1,0.06,0,0,2,1,1371
18,-4.9,35,3.7,2000,-18,0.04,0,0,1,1,157
16,0.3,17,4.9,2000,-21.9,0.87,0,0,1,1,291
22,-6.9,39,1.6,2000,-18.5,0,0,0,1,1,186
13,13.6,34,1.8,458,-1.9,2.23,0,0,2,1,588
19,-8.5,35,2.9,2000,-21.2,0,0,0,1,1,259
3,-4.5,28,3,2000,-20.3,0,0,0,1,1,34
2,26.9,84,0.8,1007,23.9,0,0,0,3,1,484
15,1.5,22,3,1998,-17.9,0.76,0,0,1,1,295
11,4.3,29,2.6,1293,-12.2,1.87,0,0,1,1,244
2,24.7,96,1,337,24,0,6.5,0,3,1,80
8,-3.6,63,0.9,1473,-9.6,0.07,0,0,1,1,783
9,21.1,73,2,623,16,0.43,0,0,3,1,1401
14,21.3,25,3.8,1884,0.4,3.22,0,0,2,1,1597
20,1.7,73,0.5,332,-2.6,0,0,0,1,1,292
18,16.7,96,1.6,1461,16,0.03,1,0,4,1,74
21,25.2,67,1.5,2000,18.6,0,0,0,3,1,2063
19,24.3,48,1.5,2000,12.5,0.59,0,0,3,1,2984
5,21.1,48,0.3,2000,9.6,0,0,0,3,1,339
13,26.7,47,2.4,806,14.4,3.26,0,0,3,1,1071
4,8.1,76,0.3,2000,4.1,0,0,0,4,1,184
16,-2.7,31,2.3,2000,-17.5,0.54,0,0,1,1,256
1,28.2,88,0.2,929,26,0,1,0,3,1,231
3,-4.3,47,0.6,1992,-13.9,0,0,0,1,1,169
10,21.4,97,0.6,563,20.8,0.27,1,0,3,1,27
1,6.6,69,0,1512,1.3,0,0,0,4,1,560
6,12.6,64,1.3,1348,5.9,0,0,0,4,1,376
20,29.2,82,0.4,1000,25.8,0.01,0,0,3,1,1095
14,11.4,30,3.1,1672,-5.5,2.82,0,0,2,1,674
12,24.8,56,0.9,530,15.4,1.57,0,0,3,1,1422
15,8.5,49,1.3,400,-1.6,0.73,0,0,1,1,278
1,19.6,73,1.4,958,14.6,0,0,0,3,1,803
20,23.4,98,0.6,70,23,0,21,0,3,1,19
11,6.4,29,2.7,2000,-10.3,0.9,0,0,2,1,586
23,9.8,62,0.6,535,2.8,0,0,0,2,1,447
21,13.4,73,1.5,325,8.6,0,0,0,2,1,866
20,0.6,57,3.9,1954,-6.9,0,0,0,1,1,165
15,25,28,2.2,2000,5.2,2.39,0,0,4,1,1366
8,16.9,72,1.3,2000,11.8,0.04,0.3,0,4,1,208
1,14.7,69,0.6,2000,9,0,0,0,4,1,0
21,26.8,48,0.9,2000,14.8,0,0,0,3,1,1886
7,1.3,47,0.7,1084,-8.7,0,0,0,1,1,443
5,13.7,57,1.8,1999,5.3,0,0,0,4,1,246
7,8.8,85,1.1,438,6.4,0.11,0,0,2,1,0
15,24.8,49,1.2,2000,13.3,1.34,0,0,3,1,2182
18,14.6,42,1.4,1428,1.8,0.02,0,0,4,1,2314
18,9.4,51,3.4,2000,-0.2,0.02,0,0,4,1,1987
8,9.6,39,0.8,1003,-3.7,0.79,0,0,2,1,20
22,30.6,64,1.2,1705,23,0,0,0,3,1,1421
14,-3.5,20,1.5,1976,-23.2,2.02,0,0,1,1,199
16,-0.5,48,1.1,1722,-10.1,0.12,0,1.6,1,1,225
5,3.2,27,1.6,2000,-14,0,0,0,4,1,95
10,16,29,1.4,1708,-2,1.79,0,0,2,1,583
13,17.5,54,3.1,1065,8,1.63,0,0,2,1,723
21,9.8,52,0.5,1255,0.3,0,0,0,4,1,1239
14,11,41,1.1,763,-1.7,0.81,0,0,2,1,993
10,26.4,55,0.9,901,16.6,1.16,0,0,3,1,878
10,21.4,85,1.1,596,18.7,1.34,0,0,3,1,862
21,8.7,49,1.7,464,-1.4,0,0,0,2,1,771
20,12.5,31,3.8,1746,-4.2,0,0,0,2,1,1290
20,21.6,43,1.4,2000,8.4,0,0,0,4,1,1959
13,18.6,46,2.1,642,6.7,2.54,0,0,2,1,563
2,28.5,68,1.1,1839,22,0,0,0,3,1,691
23,5.3,53,1.5,582,-3.5,0,0,0,1,1,310
17,-3.6,20,3.7,2000,-23.3,0.23,0,0,1,1,350
8,21.8,77,0.9,1419,17.5,0.43,0,0,4,1,2270
4,8.3,53,1.1,1007,-0.7,0,0,0,2,1,125
2,-4.1,73,2.1,567,-8.2,0,0,0,1,1,228
21,7.9,56,1.4,1975,-0.3,0,0,0,2,1,411
11,20.6,34,2.2,705,4.1,2.51,0,0,2,1,805
0,4.2,88,0.6,216,2.3,0,0,0,1,1,285
11,-13.1,25,3.8,1964,-29,0.96,0,0.9,1,1,124
23,16.8,70,0.9,1426,11.2,0,0,0,2,1,803
19,-3.3,76,0.8,633,-6.9,0,0,0,1,1,167
15,33.7,41,2.5,1924,18.6,3.04,0,0,3,1,827
4,10.2,83,3.5,554,7.4,0,0,0,2,1,0
19,4.6,57,1,432,-3.2,0,0,0,1,1,409
10,28.9,61,1.5,941,20.6,2.04,0,0,3,1,722
17,23.3,36,1.7,1960,7.3,0.95,0,0,4,1,2400
22,-3.9,52,1.2,1871,-12.3,0,0,0,1,1,235
19,25.3,71,3.3,2000,19.6,0.05,0,0,4,1,1990
12,0,35,2.3,1672,-13.6,1.07,0,0,1,1,283
21,24.2,32,1.5,2000,6.4,0,0,0,3,1,2251
3,-8.6,68,3.3,2000,-13.4,0,0,1,1,1,55
7,-5.5,56,0.8,1950,-12.9,0,0,0,1,1,127
9,2.3,88,1.1,286,0.5,0.41,0,2.5,4,1,355
0,-1.1,44,1.2,1741,-11.8,0,0,0,1,1,182
9,11.2,31,1.7,1299,-5.3,1.59,0,0,2,1,987
4,5.3,82,1,200,2.4,0,0,0,2,1,90
14,18.8,27,4.9,1888,-0.6,3.13,0,0,2,1,990
5,8,65,1.6,2000,1.8,0,0,0,4,1,146
7,10.9,70,0.7,2000,5.6,0,0,0,4,1,0
6,24.9,88,1.1,2000,22.7,0,0.5,0,3,1,173
3,18.8,56,1.2,2000,9.8,0,0,0,3,1,460
19,1.5,41,1,1210,-10.3,0,0,0,1,1,365
17,35.4,44,0.8,2000,21.2,1.1,0,0,3,1,1224
14,37.3,40,1.8,1666,21.4,1.52,0,0,3,1,535
11,20.4,97,1.4,129,19.9,0.09,16,0,3,1,11
6,5.5,78,0.6,983,1.9,0,0,0,4,1,0
20,7.6,76,3.9,603,3.6,0,0,0,4,1,995
22,15.9,60,2.6,2000,8.1,0,0,0,2,1,1602
10,-0.4,57,1.6,1309,-7.8,0.8,0,0,1,1,334
9,-3.2,46,0.8,1091,-13.2,0.15,0,0,1,1,152
10,20.8,54,1.2,1129,11.1,2.45,0,0,2,1,936
0,17.1,52,1.4,2000,7.1,0,0,0,4,1,0
8,18.9,77,0.6,1109,14.7,0.56,0,0,4,1,2276
11,16.5,39,0.7,1351,2.4,1.68,0,0,4,1,914
9,-9.4,47,3.3,1995,-18.6,0.42,0,0.3,1,1,168
22,24.2,80,1.3,500,20.5,0,0,0,3,1,2103
20,19.1,18,1.2,2000,-5.8,0,0,0,2,1,1581
7,-4.7,56,1.1,2000,-12.1,0,0,0,1,1,81
10,1.9,46,1.1,1233,-8.5,1.39,0,0,1,1,289
6,22.1,94,0.9,269,21,0,2,0,2,1,135
14,16.4,28,3.4,1804,-2.1,3.16,0,0,2,1,0
12,16.5,37,1.8,1060,1.7,2.14,0,0,4,1,0
5,22.1,97,0.5,152,21.5,0,1.5,0,3,1,133
4,5.2,74,1.3,1386,0.9,0,0,0,4,1,166
2,10.8,77,0.3,1268,6.9,0,0,0,4,1,381
16,36,33,1.4,2000,17.1,1.97,0,0,3,1,760
1,-0.5,83,0.7,244,-3,0,0,0,1,1,234
19,8.4,85,1.2,2000,6,0,0,0,4,1,645
10,5.2,52,1.5,1808,-3.8,0.74,0,0,2,1,410
20,27.6,46,1.2,2000,14.9,0.01,0,0,3,1,1965
19,-1.8,35,1.4,1558,-15.2,0,0,0,1,1,378
4,19,83,0.4,473,16,0,0,0,3,1,352
19,5.3,67,2.6,1314,-0.3,0.02,0,0,2,1,573
6,15.5,0,0.5,1691,10.4,0.06,0,0,2,1,277
8,11.8,73,1,1649,7.1,0.49,0,0,4,1,762
15,25.7,81,0.7,1825,22.1,0.43,0,0,4,1,137
16,27.7,32,1.4,2000,9.4,2.05,0,0,4,1,1943
21,4.3,56,0.7,434,-3.7,0,0,0,1,1,342
7,19.1,59,1.1,2000,10.8,0.38,0,0,3,1,1629
4,3.3,90,1.3,682,1.8,0,0,0,2,1,8
4,1.7,51,1.3,2000,-7.3,0,0,0,2,1,90
22,27.7,62,0.6,2000,19.7,0,0,0,3,1,1546
19,-1.7,91,1.1,167,-2.9,0,0,3,1,1,59
5,15.4,96,0.3,208,14.7,0,2,0,2,1,11
19,2.4,57,3.2,1995,-5.2,0,0,0,1,1,406
